season,week,Away Team,Home Team,Gel,Hector,Emilio,Sonny
2012,10,HOU,CHI,CHI,HOU,HOU,HOU
2012,10,IND,JAX,JAX,IND,JAX,IND
2012,10,DET,MIN,MIN,MIN,DET,MIN
2012,10,BUF,NE,NE,NE,NE,NE
2012,10,ATL,NO,NO,ATL,ATL,ATL
2012,10,KC,PIT,PIT,PIT,PIT,PIT
2012,10,NYJ,SEA,SEA,SEA,SEA,SEA
2012,10,LA,SF,SF,SF,SF,SF
2012,10,LAC,TB,TB,TB,TB,LAC
2012,10,TEN,MIA,MIA,MIA,MIA,MIA
2012,11,ARI,ATL,ATL,ATL,ATL,ATL
2012,11,BAL,PIT,PIT,PIT,PIT,BAL
2012,11,MIA,BUF,BUF,MIA,BUF,BUF
2012,11,CIN,KC,KC,CIN,CIN,CIN
2012,11,CLE,DAL,DAL,DAL,DAL,DAL
2012,11,LAC,DEN,DEN,DEN,DEN,DEN
2012,11,GB,DET,DET,GB,GB,GB
2012,11,JAX,HOU,HOU,HOU,HOU,HOU
2012,11,NYJ,LA,LA,NYJ,NYJ,LA
2012,11,IND,NE,NE,NE,NE,NE
2012,11,NO,LV,LV,NO,LV,NO
2012,11,CHI,SF,SF,SF,SF,SF
2012,11,TB,CAR,CAR,TB,CAR,TB
2012,11,PHI,WAS,WAS,WAS,WAS,WAS
2012,12,ATL,TB,TB,ATL,ATL,ATL
2012,12,BAL,LAC,LAC,BAL,BAL,BAL
2012,12,CAR,PHI,PHI,PHI,PHI,PHI
2012,12,MIN,CHI,CHI,CHI,CHI,CHI
2012,12,PIT,CLE,CLE,PIT,PIT,PIT
2012,12,LV,CIN,CIN,CIN,LV,CIN
2012,12,DEN,KC,KC,DEN,DEN,DEN
2012,12,GB,NYG,NYG,NYG,GB,GB
2012,12,HOU,DET,DET,HOU,HOU,HOU
2012,12,BUF,IND,IND,IND,BUF,IND
2012,12,TEN,JAX,JAX,JAX,JAX,TEN
2012,12,SEA,MIA,MIA,SEA,SEA,MIA
2012,12,NE,NYJ,NYJ,NE,NE,NE
2012,12,SF,NO,NO,NO,SF,NO
2012,12,LA,ARI,ARI,ARI,ARI,ARI
2012,12,WAS,DAL,DAL,WAS,WAS,DAL
2012,13,NO,ATL,ATL,ATL,ATL,ATL
2012,13,JAX,BUF,BUF,BUF,BUF,BUF
2012,13,CLE,LV,LV,LV,LV,CLE
2012,13,CIN,LAC,LAC,LAC,LAC,LAC
2012,13,PHI,DAL,DAL,DAL,DAL,DAL
2012,13,TB,DEN,DEN,DEN,DEN,TB
2012,13,MIN,GB,GB,GB,GB,GB
2012,13,HOU,TEN,TEN,HOU,HOU,HOU
2012,13,IND,DET,DET,DET,DET,IND
2012,13,ARI,NYJ,NYJ,ARI,NYJ,ARI
2012,13,CAR,KC,KC,CAR,CAR,KC
2012,13,NE,MIA,MIA,NE,NE,NE
2012,13,PIT,BAL,BAL,BAL,BAL,BAL
2012,13,SEA,CHI,CHI,CHI,CHI,CHI
2012,13,SF,LA,LA,SF,SF,SF
2012,13,NYG,WAS,WAS,WAS,NYG,WAS
2012,14,ATL,CAR,CAR,ATL,ATL,ATL
2012,14,KC,CLE,CLE,CLE,CLE,CLE
2012,14,DAL,CIN,CIN,CIN,DAL,CIN
2012,14,DEN,LV,LV,DEN,DEN,DEN
2012,14,DET,GB,GB,GB,GB,GB
2012,14,NO,NYG,NYG,NO,NYG,NYG
2012,14,TEN,IND,IND,IND,IND,IND
2012,14,NYJ,JAX,JAX,NYJ,NYJ,JAX
2012,14,CHI,MIN,MIN,MIN,CHI,CHI
2012,14,HOU,NE,NE,NE,NE,NE
2012,14,PHI,TB,TB,TB,TB,TB
2012,14,LAC,PIT,PIT,PIT,PIT,PIT
2012,14,ARI,SEA,SEA,SEA,SEA,SEA
2012,14,MIA,SF,SF,SF,SF,SF
2012,14,LA,BUF,BUF,BUF,BUF,BUF
2012,14,BAL,WAS,WAS,WAS,BAL,WAS
2012,15,NYG,ATL,ATL,ATL,ATL,NYG
2012,15,DET,ARI,ARI,DET,DET,ARI
2012,15,CAR,LAC,LAC,CAR,CAR,LAC
2012,15,CIN,PHI,PHI,CIN,CIN,CIN
2012,15,PIT,DAL,DAL,PIT,PIT,DAL
2012,15,DEN,BAL,BAL,DEN,BAL,BAL
2012,15,GB,CHI,CHI,GB,GB,GB
2012,15,IND,HOU,HOU,HOU,HOU,HOU
2012,15,JAX,MIA,MIA,MIA,MIA,MIA
2012,15,MIN,LA,LA,MIN,LA,LA
2012,15,TB,NO,NO,TB,NO,TB
2012,15,KC,LV,LV,LV,LV,LV
2012,15,SEA,BUF,BUF,SEA,SEA,SEA
2012,15,SF,NE,NE,NE,NE,NE
2012,15,NYJ,TEN,TEN,TEN,NYJ,NYJ
2012,15,WAS,CLE,CLE,WAS,WAS,WAS
2012,16,ATL,DET,DET,ATL,ATL,ATL
2012,16,NYG,BAL,BAL,BAL,BAL,BAL
2012,16,LV,CAR,CAR,CAR,CAR,CAR
2012,16,CHI,ARI,ARI,CHI,CHI,CHI
2012,16,CIN,PIT,PIT,PIT,PIT,PIT
2012,16,CLE,DEN,DEN,DEN,DEN,DEN
2012,16,TEN,GB,GB,GB,GB,GB
2012,16,IND,KC,KC,IND,IND,IND
2012,16,BUF,MIA,MIA,MIA,BUF,MIA
2012,16,MIN,HOU,HOU,HOU,HOU,HOU
2012,16,NE,JAX,JAX,NE,NE,NE
2012,16,NO,DAL,DAL,NO,NO,DAL
2012,16,LAC,NYJ,NYJ,NYJ,NYJ,LAC
2012,16,SF,SEA,SEA,SEA,SF,SF
2012,16,LA,TB,TB,TB,TB,TB
2012,16,WAS,PHI,PHI,WAS,WAS,WAS
2012,17,NYJ,BUF,BUF,BUF,BUF,BUF
2012,17,CAR,NO,NO,NO,CAR,NO
2012,17,CHI,DET,DET,DET,CHI,CHI
2012,17,BAL,CIN,CIN,CIN,BAL,BAL
2012,17,KC,DEN,DEN,DEN,DEN,DEN
2012,17,PHI,NYG,NYG,NYG,NYG,NYG
2012,17,HOU,IND,IND,HOU,HOU,HOU
2012,17,GB,MIN,MIN,GB,GB,GB
2012,17,MIA,NE,NE,NE,NE,NE
2012,17,CLE,PIT,PIT,PIT,PIT,PIT
2012,17,LV,LAC,LAC,LAC,LAC,LAC
2012,17,LA,SEA,SEA,SEA,SEA,SEA
2012,17,ARI,SF,SF,SF,SF,SF
2012,17,TB,ATL,ATL,ATL,ATL,ATL
2012,17,JAX,TEN,TEN,TEN,TEN,TEN
2012,17,DAL,WAS,WAS,WAS,WAS,WAS
2012,18,SEA,ATL,ATL,SEA,SEA,ATL
2012,18,IND,BAL,BAL,IND,BAL,IND
2012,18,BAL,DEN,DEN,DEN,DEN,BAL
2012,18,BAL,NE,NE,NE,BAL,NE
2012,18,BAL,SF,SF,SF,BAL,SF
2012,18,MIN,GB,GB,GB,GB,GB
2012,18,CIN,HOU,HOU,CIN,HOU,HOU
2012,18,HOU,NE,NE,NE,NE,NE
2012,18,SEA,WAS,WAS,WAS,SEA,WAS
2012,18,GB,SF,SF,GB,GB,GB
2012,18,SF,ATL,ATL,SF,SF,SF
2013,1,CIN,CHI,CHI,CHI,CHI,CHI
2013,1,NYG,DAL,NYG,NYG,NYG,NYG
2013,1,BAL,DEN,BAL,DEN,BAL,DEN
2013,1,MIN,DET,MIN,DET,MIN,MIN
2013,1,HOU,LAC,LAC,HOU,HOU,HOU
2013,1,LV,IND,IND,IND,LV,IND
2013,1,TB,NYJ,NYJ,TB,TB,TB
2013,1,KC,JAX,JAX,KC,KC,JAX
2013,1,MIA,CLE,CLE,CLE,MIA,CLE
2013,1,NE,BUF,NE,NE,NE,NE
2013,1,ATL,NO,NO,ATL,ATL,NO
2013,1,PHI,WAS,WAS,WAS,WAS,WAS
2013,1,SEA,CAR,SEA,CAR,CAR,SEA
2013,1,GB,SF,SF,SF,GB,SF
2013,1,ARI,LA,LA,ARI,LA,LA
2013,1,TEN,PIT,PIT,PIT,PIT,PIT
2013,2,LA,ATL,ATL,ATL,ATL,ATL
2013,2,DET,ARI,ARI,DET,DET,DET
2013,2,CLE,BAL,BAL,BAL,BAL,BAL
2013,2,CAR,BUF,CAR,BUF,BUF,BUF
2013,2,MIN,CHI,CHI,CHI,CHI,CHI
2013,2,PIT,CIN,PIT,PIT,PIT,PIT
2013,2,DEN,NYG,NYG,DEN,DEN,DEN
2013,2,WAS,GB,GB,GB,GB,GB
2013,2,TEN,HOU,HOU,HOU,HOU,HOU
2013,2,DAL,KC,DAL,KC,DAL,KC
2013,2,MIA,IND,MIA,IND,MIA,IND
2013,2,NYJ,NE,NE,NE,NE,NE
2013,2,NO,TB,NO,NO,NO,NO
2013,2,JAX,LV,JAX,LV,JAX,LV
2013,2,LAC,PHI,LAC,PHI,PHI,PHI
2013,2,SF,SEA,SEA,SF,SF,SF
2013,3,HOU,BAL,BAL,HOU,BAL,HOU
2013,3,NYG,CAR,NYG,NYG,NYG,NYG
2013,3,CHI,PIT,PIT,PIT,PIT,CHI
2013,3,CLE,MIN,MIN,MIN,MIN,MIN
2013,3,GB,CIN,GB,GB,GB,GB
2013,3,LA,DAL,DAL,DAL,DAL,DAL
2013,3,LV,DEN,DEN,DEN,DEN,DEN
2013,3,DET,WAS,WAS,DET,WAS,WAS
2013,3,IND,SF,SF,SF,SF,SF
2013,3,BUF,NYJ,NYJ,BUF,BUF,NYJ
2013,3,KC,PHI,PHI,KC,KC,PHI
2013,3,ATL,MIA,MIA,ATL,ATL,ATL
2013,3,TB,NE,NE,NE,NE,NE
2013,3,ARI,NO,NO,NO,NO,NO
2013,3,JAX,SEA,SEA,SEA,SEA,SEA
2013,3,LAC,TEN,LAC,TEN,TEN,TEN
2013,4,ARI,TB,ARI,TB,ARI,TB
2013,4,BAL,BUF,BAL,BAL,BAL,BUF
2013,4,CIN,CLE,CLE,CIN,CIN,CIN
2013,4,PHI,DEN,DEN,DEN,DEN,DEN
2013,4,CHI,DET,CHI,CHI,CHI,CHI
2013,4,IND,JAX,IND,IND,IND,IND
2013,4,NYG,KC,KC,KC,KC,KC
2013,4,PIT,MIN,MIN,MIN,PIT,MIN
2013,4,NE,ATL,NE,NE,NE,ATL
2013,4,MIA,NO,NO,MIA,NO,NO
2013,4,DAL,LAC,LAC,LAC,DAL,LAC
2013,4,SEA,HOU,SEA,SEA,SEA,HOU
2013,4,SF,LA,SF,SF,SF,SF
2013,4,NYJ,TEN,TEN,TEN,TEN,TEN
2013,4,WAS,LV,WAS,WAS,WAS,WAS
2013,5,CAR,ARI,ARI,ARI,CAR,ARI
2013,5,BAL,MIA,BAL,MIA,BAL,MIA
2013,5,BUF,CLE,CLE,CLE,CLE,CLE
2013,5,NE,CIN,NE,NE,NE,NE
2013,5,DEN,DAL,DEN,DEN,DEN,DEN
2013,5,DET,GB,GB,GB,GB,GB
2013,5,SEA,IND,SEA,SEA,SEA,IND
2013,5,NYJ,ATL,ATL,ATL,ATL,ATL
2013,5,KC,TEN,KC,KC,KC,TEN
2013,5,NO,CHI,NO,NO,CHI,NO
2013,5,LAC,LV,LAC,LAC,LAC,LAC
2013,5,PHI,NYG,PHI,PHI,NYG,NYG
2013,5,HOU,SF,SF,SF,SF,SF
2013,5,JAX,LA,LA,LA,LA,LA
2013,6,CAR,MIN,MIN,MIN,MIN,MIN
2013,6,NYG,CHI,CHI,CHI,CHI,CHI
2013,6,CIN,BUF,CIN,CIN,BUF,CIN
2013,6,WAS,DAL,DAL,DAL,WAS,DAL
2013,6,JAX,DEN,DEN,DEN,DEN,DEN
2013,6,DET,CLE,DET,DET,DET,CLE
2013,6,GB,BAL,BAL,GB,GB,GB
2013,6,LV,KC,KC,KC,KC,KC
2013,6,NO,NE,NE,NE,NE,NE
2013,6,PHI,TB,TB,PHI,TB,TB
2013,6,PIT,NYJ,NYJ,NYJ,PIT,NYJ
2013,6,IND,LAC,LAC,IND,LAC,LAC
2013,6,TEN,SEA,SEA,SEA,SEA,SEA
2013,6,ARI,SF,SF,SF,SF,SF
2013,6,LA,HOU,HOU,HOU,HOU,HOU
2013,7,TB,ATL,ATL,ATL,ATL,ATL
2013,7,BUF,MIA,MIA,MIA,MIA,MIA
2013,7,LA,CAR,CAR,CAR,CAR,LA
2013,7,CIN,DET,DET,DET,DET,CIN
2013,7,DAL,PHI,PHI,DAL,DAL,DAL
2013,7,CLE,GB,GB,GB,GB,GB
2013,7,MIN,NYG,MIN,NYG,NYG,NYG
2013,7,DEN,IND,IND,DEN,DEN,IND
2013,7,NE,NYJ,NE,NE,NE,NE
2013,7,HOU,KC,KC,KC,KC,KC
2013,7,BAL,PIT,BAL,PIT,BAL,BAL
2013,7,LAC,JAX,LAC,LAC,LAC,LAC
2013,7,SEA,ARI,SEA,SEA,SEA,SEA
2013,7,SF,TEN,SF,TEN,SF,SF
2013,7,CHI,WAS,CHI,CHI,CHI,WAS
2013,8,ATL,ARI,ARI,ATL,ATL,ATL
2013,8,CAR,TB,CAR,CAR,CAR,CAR
2013,8,NYJ,CIN,CIN,CIN,CIN,NYJ
2013,8,WAS,DEN,DEN,DEN,DEN,DEN
2013,8,DAL,DET,DET,DET,DET,DAL
2013,8,GB,MIN,MIN,GB,GB,GB
2013,8,NYG,PHI,PHI,PHI,PHI,PHI
2013,8,CLE,KC,KC,KC,KC,KC
2013,8,MIA,NE,NE,NE,NE,NE
2013,8,BUF,NO,NO,NO,NO,NO
2013,8,PIT,LV,LV,PIT,PIT,LV
2013,8,SEA,LA,LA,SEA,SEA,SEA
2013,8,SF,JAX,JAX,SF,SF,SF
2013,9,ATL,CAR,CAR,CAR,ATL,CAR
2013,9,CHI,GB,GB,GB,GB,GB
2013,9,BAL,CLE,BAL,BAL,BAL,CLE
2013,9,MIN,DAL,DAL,DAL,DAL,DAL
2013,9,IND,HOU,IND,IND,IND,IND
2013,9,NO,NYJ,NO,NO,NO,NO
2013,9,KC,BUF,KC,KC,KC,KC
2013,9,CIN,MIA,CIN,MIA,CIN,CIN
2013,9,PIT,NE,NE,NE,NE,NE
2013,9,PHI,LV,PHI,LV,LV,LV
2013,9,TB,SEA,SEA,SEA,SEA,SEA
2013,9,TEN,LA,LA,TEN,TEN,LA
2013,9,LAC,WAS,LAC,WAS,WAS,WAS
2013,10,HOU,ARI,HOU,HOU,HOU,ARI
2013,10,CIN,BAL,BAL,BAL,CIN,CIN
2013,10,CAR,SF,SF,SF,SF,SF
2013,10,DEN,LAC,DEN,DEN,DEN,DEN
2013,10,DET,CHI,CHI,DET,DET,DET
2013,10,LV,NYG,NYG,LV,LV,NYG
2013,10,JAX,TEN,TEN,TEN,TEN,TEN
2013,10,WAS,MIN,WAS,WAS,WAS,WAS
2013,10,DAL,NO,NO,NO,NO,NO
2013,10,PHI,GB,GB,GB,GB,GB
2013,10,BUF,PIT,PIT,PIT,PIT,PIT
2013,10,SEA,ATL,SEA,SEA,SEA,SEA
2013,10,LA,IND,IND,IND,IND,IND
2013,10,MIA,TB,MIA,MIA,MIA,MIA
2013,11,ARI,JAX,ARI,JAX,ARI,ARI
2013,11,NYJ,BUF,NYJ,BUF,BUF,NYJ
2013,11,NE,CAR,NE,NE,NE,CAR
2013,11,BAL,CHI,BAL,CHI,CHI,BAL
2013,11,CLE,CIN,CIN,CIN,CIN,CIN
2013,11,KC,DEN,DEN,DEN,DEN,DEN
2013,11,GB,NYG,NYG,GB,GB,NYG
2013,11,IND,TEN,IND,IND,IND,IND
2013,11,LAC,MIA,MIA,MIA,LAC,LAC
2013,11,SF,NO,NO,NO,SF,NO
2013,11,LV,HOU,HOU,HOU,HOU,HOU
2013,11,WAS,PHI,PHI,WAS,WAS,PHI
2013,11,DET,PIT,PIT,DET,DET,PIT
2013,11,MIN,SEA,SEA,SEA,SEA,SEA
2013,11,ATL,TB,TB,TB,ATL,ATL
2013,12,IND,ARI,IND,IND,IND,IND
2013,12,NYJ,BAL,BAL,BAL,BAL,BAL
2013,12,CAR,MIA,CAR,CAR,CAR,CAR
2013,12,DAL,NYG,NYG,DAL,NYG,NYG
2013,12,JAX,HOU,HOU,HOU,HOU,HOU
2013,12,DEN,NE,NE,DEN,NE,DEN
2013,12,NO,ATL,NO,NO,NO,NO
2013,12,PIT,CLE,CLE,PIT,PIT,CLE
2013,12,LAC,KC,KC,KC,KC,KC
2013,12,SF,WAS,SF,WAS,SF,SF
2013,12,CHI,LA,LA,LA,CHI,CHI
2013,12,TB,DET,DET,DET,DET,DET
2013,12,TEN,LV,TEN,LV,TEN,TEN
2013,12,MIN,GB,GB,GB,GB,GB
2013,13,ATL,BUF,BUF,BUF,BUF,BUF
2013,13,PIT,BAL,BAL,BAL,PIT,PIT
2013,13,TB,CAR,CAR,CAR,CAR,CAR
2013,13,CIN,LAC,CIN,LAC,LAC,LAC
2013,13,LV,DAL,DAL,DAL,DAL,DAL
2013,13,DEN,KC,KC,KC,DEN,DEN
2013,13,GB,DET,GB,GB,GB,GB
2013,13,NYG,WAS,NYG,WAS,WAS,NYG
2013,13,TEN,IND,IND,IND,IND,IND
2013,13,JAX,CLE,CLE,CLE,CLE,CLE
2013,13,MIA,NYJ,MIA,NYJ,NYJ,MIA
2013,13,CHI,MIN,MIN,CHI,CHI,CHI
2013,13,NE,HOU,NE,NE,NE,NE
2013,13,ARI,PHI,ARI,ARI,PHI,PHI
2013,13,NO,SEA,SEA,SEA,SEA,NO
2013,13,LA,SF,SF,SF,SF,SF
2013,14,LA,ARI,ARI,LA,ARI,ARI
2013,14,MIN,BAL,BAL,BAL,BAL,BAL
2013,14,DAL,CHI,DAL,DAL,CHI,DAL
2013,14,IND,CIN,IND,IND,IND,CIN
2013,14,TEN,DEN,DEN,DEN,DEN,DEN
2013,14,ATL,GB,GB,GB,GB,GB
2013,14,HOU,JAX,JAX,HOU,HOU,JAX
2013,14,LV,NYJ,NYJ,NYJ,NYJ,NYJ
2013,14,KC,WAS,KC,KC,KC,KC
2013,14,MIA,PIT,MIA,PIT,PIT,PIT
2013,14,CLE,NE,NE,NE,NE,NE
2013,14,CAR,NO,NO,NO,NO,NO
2013,14,DET,PHI,PHI,DET,DET,PHI
2013,14,NYG,LAC,NYG,LAC,LAC,LAC
2013,14,SEA,SF,SEA,SEA,SF,SF
2013,14,BUF,TB,TB,TB,TB,TB
2013,15,WAS,ATL,ATL,ATL,ATL,ATL
2013,15,ARI,TEN,ARI,TEN,TEN,TEN
2013,15,BAL,DET,BAL,DET,DET,BAL
2013,15,BUF,JAX,JAX,JAX,JAX,JAX
2013,15,NYJ,CAR,CAR,CAR,CAR,CAR
2013,15,CHI,CLE,CHI,CHI,CHI,CHI
2013,15,GB,DAL,DAL,DAL,GB,DAL
2013,15,HOU,IND,IND,IND,IND,IND
2013,15,KC,LV,KC,KC,KC,KC
2013,15,NE,MIA,NE,NE,NE,MIA
2013,15,PHI,MIN,PHI,PHI,MIN,PHI
2013,15,CIN,PIT,CIN,PIT,CIN,CIN
2013,15,LAC,DEN,DEN,DEN,DEN,DEN
2013,15,SEA,NYG,SEA,SEA,SEA,SEA
2013,15,SF,TB,SF,SF,SF,SF
2013,15,NO,LA,NO,NO,NO,NO
2013,16,ARI,SEA,SEA,SEA,SEA,SEA
2013,16,MIA,BUF,MIA,MIA,MIA,MIA
2013,16,NO,CAR,NO,CAR,NO,NO
2013,16,MIN,CIN,CIN,CIN,CIN,CIN
2013,16,DAL,WAS,DAL,WAS,WAS,DAL
2013,16,DEN,HOU,DEN,DEN,DEN,DEN
2013,16,NYG,DET,DET,DET,DET,DET
2013,16,IND,KC,KC,KC,KC,KC
2013,16,CLE,NYJ,NYJ,NYJ,CLE,CLE
2013,16,NE,BAL,BAL,NE,NE,NE
2013,16,CHI,PHI,PHI,PHI,CHI,PHI
2013,16,PIT,GB,GB,GB,GB,GB
2013,16,LV,LAC,LAC,LAC,LAC,LAC
2013,16,ATL,SF,SF,SF,SF,SF
2013,16,TB,LA,LA,LA,LA,LA
2013,16,TEN,JAX,TEN,TEN,TEN,JAX
2013,17,CAR,ATL,CAR,CAR,CAR,CAR
2013,17,BAL,CIN,CIN,CIN,CIN,CIN
2013,17,DEN,LV,DEN,DEN,DEN,DEN
2013,17,GB,CHI,GB,GB,GB,GB
2013,17,WAS,NYG,NYG,NYG,NYG,NYG
2013,17,JAX,IND,IND,IND,IND,IND
2013,17,NYJ,MIA,MIA,MIA,MIA,MIA
2013,17,DET,MIN,MIN,MIN,DET,MIN
2013,17,BUF,NE,NE,NE,NE,NE
2013,17,TB,NO,NO,NO,NO,NO
2013,17,PHI,DAL,DAL,PHI,PHI,PHI
2013,17,CLE,PIT,PIT,PIT,PIT,PIT
2013,17,KC,LAC,KC,LAC,LAC,LAC
2013,17,LA,SEA,SEA,SEA,SEA,SEA
2013,17,SF,ARI,SF,ARI,ARI,SF
2013,17,HOU,TEN,HOU,HOU,TEN,TEN
2013,18,LAC,DEN,DEN,DEN,LAC,DEN
2013,18,NE,DEN,NE,DEN,NE,DEN
2013,18,KC,IND,IND,IND,IND,IND
2013,18,IND,NE,NE,NE,NE,NE
2013,18,NO,PHI,PHI,NO,NO,NO
2013,18,LAC,CIN,LAC,CIN,CIN,LAC
2013,18,NO,SEA,SEA,SEA,NO,SEA
2013,18,SF,SEA,SEA,SF,SEA,SF
2013,18,SEA,DEN,DEN,DEN,SEA,DEN
2013,18,SF,GB,GB,SF,GB,GB
2013,18,SF,CAR,CAR,SF,CAR,CAR
2014,1,GB,SEA,SEA,GB,GB,SEA
2014,1,BUF,CHI,CHI,CHI,CHI,CHI
2014,1,NO,ATL,NO,NO,NO,ATL
2014,1,CIN,BAL,CIN,BAL,BAL,CIN
2014,1,JAX,PHI,PHI,PHI,PHI,PHI
2014,1,WAS,HOU,HOU,WAS,HOU,WAS
2014,1,CLE,PIT,PIT,PIT,PIT,PIT
2014,1,MIN,LA,LA,MIN,MIN,MIN
2014,1,TEN,KC,KC,KC,KC,KC
2014,1,NE,MIA,NE,NE,NE,NE
2014,1,LV,NYJ,NYJ,NYJ,NYJ,NYJ
2014,1,SF,DAL,SF,SF,SF,SF
2014,1,CAR,TB,CAR,CAR,TB,CAR
2014,1,IND,DEN,DEN,DEN,DEN,IND
2014,1,NYG,DET,NYG,DET,NYG,NYG
2014,1,LAC,ARI,LAC,LAC,LAC,ARI
2014,2,PIT,BAL,BAL,BAL,BAL,PIT
2014,2,MIA,BUF,BUF,MIA,BUF,BUF
2014,2,NE,MIN,NE,NE,NE,NE
2014,2,ATL,CIN,CIN,CIN,ATL,CIN
2014,2,DAL,TEN,TEN,TEN,TEN,TEN
2014,2,JAX,WAS,JAX,WAS,WAS,WAS
2014,2,ARI,NYG,ARI,NYG,NYG,ARI
2014,2,NO,CLE,CLE,NO,NO,NO
2014,2,DET,CAR,CAR,DET,DET,DET
2014,2,SEA,LAC,SEA,SEA,SEA,SEA
2014,2,LA,TB,TB,TB,TB,TB
2014,2,HOU,LV,HOU,HOU,HOU,LV
2014,2,KC,DEN,DEN,DEN,DEN,DEN
2014,2,NYJ,GB,GB,GB,GB,GB
2014,2,CHI,SF,SF,SF,SF,SF
2014,2,PHI,IND,IND,IND,IND,IND
2014,3,TB,ATL,TB,ATL,ATL,ATL
2014,3,LAC,BUF,LAC,BUF,LAC,BUF
2014,3,WAS,PHI,PHI,PHI,WAS,PHI
2014,3,TEN,CIN,CIN,CIN,CIN,CIN
2014,3,DAL,LA,DAL,LA,DAL,DAL
2014,3,HOU,NYG,NYG,NYG,HOU,NYG
2014,3,BAL,CLE,BAL,CLE,BAL,CLE
2014,3,GB,DET,GB,DET,GB,GB
2014,3,IND,JAX,IND,JAX,IND,IND
2014,3,LV,NE,NE,NE,NE,NE
2014,3,MIN,NO,NO,NO,NO,NO
2014,3,SF,ARI,ARI,ARI,SF,ARI
2014,3,DEN,SEA,SEA,SEA,SEA,SEA
2014,3,KC,MIA,KC,MIA,KC,MIA
2014,3,PIT,CAR,PIT,CAR,PIT,CAR
2014,3,CHI,NYJ,NYJ,NYJ,CHI,NYJ
2014,4,NYG,WAS,NYG,WAS,NYG,WAS
2014,4,GB,CHI,GB,CHI,GB,CHI
2014,4,DET,NYJ,DET,NYJ,NYJ,DET
2014,4,CAR,BAL,BAL,BAL,BAL,BAL
2014,4,TB,PIT,PIT,PIT,PIT,PIT
2014,4,TEN,IND,IND,IND,IND,IND
2014,4,MIA,LV,MIA,LV,LV,LV
2014,4,BUF,HOU,HOU,HOU,HOU,HOU
2014,4,JAX,LAC,LAC,LAC,LAC,LAC
2014,4,ATL,MIN,MIN,MIN,ATL,ATL
2014,4,PHI,SF,SF,SF,SF,SF
2014,4,NO,DAL,NO,DAL,NO,DAL
2014,4,NE,KC,KC,KC,NE,NE
2014,5,MIN,GB,GB,GB,GB,GB
2014,5,CHI,CAR,CAR,CAR,CHI,CAR
2014,5,BUF,DET,BUF,DET,DET,DET
2014,5,HOU,DAL,DAL,DAL,HOU,DAL
2014,5,BAL,IND,BAL,IND,BAL,IND
2014,5,LA,PHI,PHI,PHI,PHI,PHI
2014,5,CLE,TEN,CLE,TEN,TEN,CLE
2014,5,PIT,JAX,JAX,JAX,PIT,PIT
2014,5,TB,NO,NO,NO,NO,NO
2014,5,ATL,NYG,NYG,NYG,NYG,NYG
2014,5,ARI,DEN,DEN,DEN,DEN,DEN
2014,5,NYJ,LAC,LAC,LAC,LAC,LAC
2014,5,KC,SF,SF,SF,SF,SF
2014,5,CIN,NE,NE,NE,NE,NE
2014,5,SEA,WAS,SEA,WAS,SEA,SEA
2014,6,IND,HOU,IND,IND,HOU,IND
2014,6,PIT,CLE,PIT,CLE,PIT,CLE
2014,6,GB,MIA,GB,MIA,GB,GB
2014,6,JAX,TEN,TEN,TEN,TEN,TEN
2014,6,CAR,CIN,CIN,CIN,CIN,CIN
2014,6,CHI,ATL,ATL,ATL,CHI,ATL
2014,6,DET,MIN,MIN,MIN,DET,DET
2014,6,BAL,TB,BAL,TB,BAL,BAL
2014,6,NE,BUF,NE,BUF,NE,BUF
2014,6,DEN,NYJ,DEN,NYJ,DEN,DEN
2014,6,LAC,LV,LAC,LV,LAC,LAC
2014,6,DAL,SEA,SEA,SEA,SEA,SEA
2014,6,WAS,ARI,ARI,ARI,WAS,ARI
2014,6,NYG,PHI,NYG,PHI,PHI,NYG
2014,6,SF,LA,LA,LA,SF,SF
2014,7,NYJ,NE,NE,NE,NE,NE
2014,7,MIA,CHI,CHI,CHI,CHI,CHI
2014,7,NO,DET,NO,DET,NO,DET
2014,7,CAR,GB,GB,GB,GB,GB
2014,7,CLE,JAX,CLE,JAX,CLE,CLE
2014,7,ATL,BAL,BAL,BAL,BAL,BAL
2014,7,MIN,BUF,MIN,BUF,BUF,BUF
2014,7,CIN,IND,IND,IND,IND,IND
2014,7,TEN,WAS,TEN,WAS,TEN,WAS
2014,7,SEA,LA,SEA,LA,SEA,SEA
2014,7,KC,LAC,LAC,LAC,KC,LAC
2014,7,ARI,LV,ARI,LV,ARI,ARI
2014,7,NYG,DAL,NYG,DAL,DAL,DAL
2014,7,SF,DEN,DEN,DEN,DEN,DEN
2014,7,HOU,PIT,PIT,PIT,HOU,HOU
2014,8,LAC,DEN,DEN,DEN,DEN,DEN
2014,8,DET,ATL,ATL,ATL,ATL,DET
2014,8,LA,KC,KC,KC,KC,KC
2014,8,CHI,NE,NE,NE,NE,NE
2014,8,BUF,NYJ,NYJ,NYJ,BUF,BUF
2014,8,MIA,JAX,MIA,JAX,MIA,MIA
2014,8,SEA,CAR,SEA,CAR,SEA,SEA
2014,8,MIN,TB,MIN,TB,TB,MIN
2014,8,BAL,CIN,BAL,CIN,BAL,CIN
2014,8,HOU,TEN,TEN,TEN,HOU,HOU
2014,8,PHI,ARI,PHI,ARI,ARI,ARI
