season,week,Away Team,Home Team,Gel,Hector,Emilio,Sonny
2014,8,IND,PIT,IND,PIT,IND,IND
2014,8,LV,CLE,CLE,CLE,CLE,CLE
2014,8,GB,NO,GB,NO,GB,GB
2014,8,WAS,DAL,DAL,DAL,DAL,DAL
2014,9,NO,CAR,NO,CAR,NO,NO
2014,9,TB,CLE,CLE,CLE,CLE,CLE
2014,9,NYJ,KC,KC,KC,KC,KC
2014,9,LAC,MIA,MIA,MIA,LAC,LAC
2014,9,ARI,DAL,DAL,DAL,DAL,DAL
2014,9,WAS,MIN,WAS,MIN,WAS,WAS
2014,9,JAX,CIN,JAX,CIN,CIN,CIN
2014,9,PHI,HOU,PHI,HOU,HOU,HOU
2014,9,LA,SF,SF,SF,SF,SF
2014,9,DEN,NE,NE,NE,NE,NE
2014,9,LV,SEA,SEA,SEA,SEA,SEA
2014,9,BAL,PIT,PIT,PIT,PIT,BAL
2014,9,IND,NYG,IND,NYG,IND,IND
2014,10,CLE,CIN,CLE,CIN,CLE,CIN
2014,10,TEN,BAL,BAL,BAL,TEN,BAL
2014,10,KC,BUF,KC,BUF,KC,BUF
2014,10,MIA,DET,DET,DET,DET,DET
2014,10,SF,NO,NO,NO,SF,NO
2014,10,PIT,NYJ,PIT,NYJ,PIT,PIT
2014,10,DAL,JAX,DAL,JAX,DAL,DAL
2014,10,ATL,TB,TB,TB,ATL,ATL
2014,10,DEN,LV,DEN,LV,DEN,DEN
2014,10,LA,ARI,ARI,ARI,ARI,ARI
2014,10,NYG,SEA,SEA,SEA,NYG,SEA
2014,10,CHI,GB,GB,GB,GB,GB
2014,10,CAR,PHI,PHI,PHI,PHI,PHI
2014,11,BUF,MIA,MIA,MIA,BUF,BUF
2014,11,MIN,CHI,CHI,CHI,CHI,CHI
2014,11,HOU,CLE,CLE,CLE,HOU,CLE
2014,11,PHI,GB,GB,GB,GB,GB
2014,11,SEA,KC,SEA,KC,SEA,SEA
2014,11,ATL,CAR,ATL,CAR,CAR,ATL
2014,11,CIN,NO,NO,NO,NO,NO
2014,11,TB,WAS,WAS,WAS,WAS,WAS
2014,11,DEN,LA,DEN,LA,DEN,DEN
2014,11,SF,NYG,SF,NYG,SF,SF
2014,11,LV,LAC,LAC,LAC,LAC,LAC
2014,11,DET,ARI,ARI,ARI,DET,ARI
2014,11,NE,IND,NE,IND,NE,IND
2014,11,PIT,TEN,PIT,TEN,TEN,PIT
2014,12,KC,LV,KC,LV,KC,KC
2014,12,TB,CHI,CHI,CHI,CHI,CHI
2014,12,DET,NE,NE,NE,NE,NE
2014,12,CLE,ATL,CLE,ATL,ATL,ATL
2014,12,NYJ,BUF,NYJ,BUF,BUF,BUF
2014,12,GB,MIN,GB,MIN,GB,GB
2014,12,JAX,IND,IND,IND,IND,IND
2014,12,TEN,PHI,PHI,PHI,TEN,PHI
2014,12,CIN,HOU,HOU,HOU,HOU,HOU
2014,12,ARI,SEA,SEA,SEA,SEA,SEA
2014,12,LA,LAC,LAC,LAC,LAC,LAC
2014,12,MIA,DEN,DEN,DEN,DEN,DEN
2014,12,WAS,SF,SF,SF,SF,SF
2014,12,DAL,NYG,DAL,NYG,DAL,DAL
2014,12,BAL,NO,NO,NO,BAL,NO
2014,13,CHI,DET,CHI,DET,DET,DET
2014,13,PHI,DAL,DAL,DAL,DAL,DAL
2014,13,SEA,SF,SEA,SF,SEA,SF
2014,13,CLE,BUF,BUF,BUF,CLE,CLE
2014,13,LAC,BAL,BAL,BAL,BAL,BAL
2014,13,CAR,MIN,MIN,MIN,MIN,MIN
2014,13,WAS,IND,IND,IND,IND,IND
2014,13,TEN,HOU,HOU,HOU,HOU,HOU
2014,13,NYG,JAX,NYG,JAX,NYG,NYG
2014,13,LV,LA,LA,LA,LA,LA
2014,13,CIN,TB,CIN,TB,CIN,CIN
2014,13,NO,PIT,NO,PIT,NO,PIT
2014,13,ARI,ATL,ARI,ATL,ARI,ARI
2014,13,NE,GB,NE,GB,GB,GB
2014,13,DEN,KC,DEN,KC,DEN,DEN
2014,13,MIA,NYJ,NYJ,NYJ,MIA,MIA
2014,14,DAL,CHI,DAL,CHI,DAL,DAL
2014,14,TB,DET,DET,DET,DET,DET
2014,14,NYJ,MIN,MIN,MIN,NYJ,MIN
2014,14,LA,WAS,WAS,WAS,WAS,LA
2014,14,BAL,MIA,BAL,MIA,MIA,MIA
2014,14,CAR,NO,NO,NO,NO,NO
2014,14,PIT,CIN,CIN,CIN,CIN,CIN
2014,14,NYG,TEN,NYG,TEN,TEN,NYG
2014,14,IND,CLE,IND,CLE,IND,IND
2014,14,HOU,JAX,HOU,JAX,HOU,HOU
2014,14,KC,ARI,KC,ARI,ARI,ARI
2014,14,BUF,DEN,DEN,DEN,DEN,DEN
2014,14,SEA,PHI,SEA,PHI,SEA,SEA
2014,14,SF,LV,SF,LV,SF,SF
2014,14,NE,LAC,NE,LAC,NE,LAC
2014,14,ATL,GB,GB,GB,GB,GB
2014,15,ARI,LA,ARI,LA,ARI,ARI
2014,15,HOU,IND,IND,IND,HOU,IND
2014,15,GB,BUF,GB,BUF,GB,GB
2014,15,TB,CAR,CAR,CAR,TB,TB
2014,15,CIN,CLE,CIN,CLE,CLE,CLE
2014,15,MIN,DET,DET,DET,DET,DET
2014,15,LV,KC,KC,KC,KC,KC
2014,15,MIA,NE,NE,NE,NE,NE
2014,15,WAS,NYG,NYG,NYG,NYG,NYG
2014,15,PIT,ATL,PIT,ATL,ATL,PIT
2014,15,JAX,BAL,BAL,BAL,BAL,BAL
2014,15,NYJ,TEN,NYJ,TEN,TEN,TEN
2014,15,DEN,LAC,DEN,LAC,DEN,LAC
2014,15,SF,SEA,SEA,SEA,SEA,SEA
2014,15,DAL,PHI,DAL,PHI,DAL,PHI
2014,15,NO,CHI,NO,CHI,CHI,NO
2014,16,TEN,JAX,JAX,JAX,TEN,JAX
2014,16,PHI,WAS,PHI,WAS,PHI,PHI
2014,16,LAC,SF,SF,SF,SF,SF
2014,16,ATL,NO,NO,NO,ATL,NO
2014,16,KC,PIT,PIT,PIT,KC,PIT
2014,16,BAL,HOU,BAL,HOU,HOU,BAL
2014,16,GB,TB,GB,TB,GB,GB
2014,16,MIN,MIA,MIA,MIA,MIA,MIA
2014,16,DET,CHI,CHI,CHI,DET,DET
2014,16,CLE,CAR,CAR,CAR,CLE,CAR
2014,16,NE,NYJ,NE,NYJ,NE,NE
2014,16,NYG,LA,NYG,LA,NYG,LA
2014,16,BUF,LV,BUF,LV,BUF,BUF
2014,16,IND,DAL,IND,DAL,DAL,IND
2014,16,SEA,ARI,SEA,ARI,ARI,SEA
2014,16,DEN,CIN,DEN,CIN,DEN,DEN
2014,17,CAR,ATL,ATL,ATL,ATL,ATL
2014,17,CLE,BAL,BAL,BAL,BAL,BAL
2014,17,CHI,MIN,MIN,MIN,MIN,MIN
2014,17,JAX,HOU,HOU,HOU,HOU,HOU
2014,17,DET,GB,GB,GB,GB,GB
2014,17,LAC,KC,LAC,KC,KC,LAC
2014,17,NYJ,MIA,MIA,MIA,MIA,MIA
2014,17,BUF,NE,NE,NE,NE,NE
2014,17,PHI,NYG,PHI,NYG,PHI,NYG
2014,17,NO,TB,NO,TB,NO,NO
2014,17,DAL,WAS,DAL,WAS,DAL,DAL
2014,17,IND,TEN,IND,TEN,IND,IND
2014,17,CIN,PIT,PIT,PIT,PIT,PIT
2014,17,LA,SEA,SEA,SEA,SEA,SEA
2014,17,LV,DEN,DEN,DEN,DEN,DEN
2014,17,ARI,SF,ARI,SF,ARI,SF
2014,18,ARI,CAR,CAR,CAR,ARI,CAR
2014,18,BAL,PIT,BAL,PIT,BAL,PIT
2014,18,CIN,IND,IND,IND,IND,IND
2014,18,DET,DAL,DAL,DAL,DAL,DAL
2014,18,BAL,NE,NE,NE,NE,NE
2014,18,CAR,SEA,SEA,SEA,SEA,SEA
2014,18,DAL,GB,GB,GB,GB,GB
2014,18,IND,DEN,DEN,DEN,DEN,DEN
2014,18,GB,SEA,GB,SEA,GB,GB
2014,18,IND,NE,NE,NE,NE,NE
2014,18,NE,SEA,NE,NE,SEA,NE
2015,1,PIT,NE,NE,NE,NE,NE
2015,1,KC,HOU,KC,KC,KC,KC
2015,1,IND,BUF,IND,IND,IND,IND
2015,1,GB,CHI,GB,GB,GB,GB
2015,1,CAR,JAX,JAX,CAR,CAR,CAR
2015,1,CLE,NYJ,NYJ,NYJ,NYJ,CLE
2015,1,MIA,WAS,MIA,MIA,MIA,WAS
2015,1,SEA,LA,SEA,SEA,SEA,SEA
2015,1,DET,LAC,LAC,LAC,DET,LAC
2015,1,NO,ARI,ARI,NO,ARI,ARI
2015,1,CIN,LV,CIN,CIN,CIN,CIN
2015,1,BAL,DEN,BAL,DEN,DEN,DEN
2015,1,TEN,TB,TB,TEN,TB,TB
2015,1,NYG,DAL,NYG,DAL,DAL,DAL
2015,1,PHI,ATL,PHI,ATL,ATL,PHI
2015,1,MIN,SF,SF,SF,SF,SF
2015,2,DEN,KC,KC,DEN,DEN,KC
2015,2,DET,MIN,MIN,DET,DET,MIN
2015,2,ARI,CHI,CHI,CHI,ARI,ARI
2015,2,TEN,CLE,TEN,TEN,TEN,TEN
2015,2,NE,BUF,NE,NE,NE,NE
2015,2,HOU,CAR,CAR,CAR,HOU,HOU
2015,2,SF,PIT,PIT,SF,PIT,PIT
2015,2,LAC,CIN,LAC,CIN,LAC,CIN
2015,2,LA,WAS,LA,LA,WAS,WAS
2015,2,ATL,NYG,NYG,NYG,ATL,NYG
2015,2,TB,NO,NO,NO,NO,NO
2015,2,BAL,LV,BAL,BAL,BAL,BAL
2015,2,MIA,JAX,MIA,MIA,MIA,MIA
2015,2,DAL,PHI,PHI,DAL,DAL,DAL
2015,2,SEA,GB,GB,GB,GB,GB
2015,2,NYJ,IND,NYJ,IND,IND,IND
2015,3,WAS,NYG,NYG,NYG,NYG,WAS
2015,3,LAC,MIN,LAC,LAC,MIN,LAC
2015,3,LV,CLE,CLE,LV,CLE,CLE
2015,3,CIN,BAL,BAL,BAL,CIN,CIN
2015,3,NO,CAR,CAR,CAR,NO,CAR
2015,3,ATL,DAL,DAL,ATL,DAL,ATL
2015,3,TB,HOU,HOU,HOU,HOU,HOU
2015,3,IND,TEN,TEN,IND,TEN,IND
2015,3,PIT,LA,PIT,PIT,PIT,PIT
2015,3,JAX,NE,NE,NE,NE,NE
2015,3,PHI,NYJ,NYJ,NYJ,PHI,NYJ
2015,3,SF,ARI,ARI,ARI,ARI,ARI
2015,3,CHI,SEA,SEA,SEA,SEA,SEA
2015,3,BUF,MIA,MIA,MIA,BUF,BUF
2015,3,DEN,DET,DEN,DEN,DEN,DEN
2015,3,KC,GB,GB,GB,GB,GB
2015,4,BAL,PIT,PIT,BAL,PIT,PIT
2015,4,NYJ,MIA,MIA,MIA,MIA,MIA
2015,4,LV,CHI,CHI,CHI,CHI,CHI
2015,4,HOU,ATL,ATL,ATL,ATL,ATL
2015,4,NYG,BUF,NYG,BUF,BUF,BUF
2015,4,JAX,IND,IND,IND,IND,IND
2015,4,KC,CIN,KC,CIN,KC,CIN
2015,4,PHI,WAS,WAS,PHI,PHI,WAS
2015,4,CAR,TB,CAR,CAR,CAR,CAR
2015,4,CLE,LAC,LAC,LAC,CLE,LAC
2015,4,GB,SF,GB,GB,GB,GB
2015,4,LA,ARI,LA,ARI,ARI,ARI
2015,4,MIN,DEN,DEN,DEN,DEN,DEN
2015,4,DAL,NO,DAL,DAL,DAL,DAL
2015,4,DET,SEA,SEA,SEA,SEA,SEA
2015,5,IND,HOU,IND,IND,IND,IND
2015,5,CLE,BAL,BAL,BAL,CLE,BAL
2015,5,LA,GB,GB,GB,GB,GB
2015,5,BUF,TEN,BUF,BUF,BUF,BUF
2015,5,NO,PHI,PHI,PHI,PHI,PHI
2015,5,WAS,ATL,ATL,ATL,ATL,ATL
2015,5,SEA,CIN,SEA,CIN,SEA,CIN
2015,5,CHI,KC,KC,KC,KC,KC
2015,5,JAX,TB,TB,JAX,JAX,TB
2015,5,ARI,DET,DET,ARI,ARI,ARI
2015,5,NE,DAL,NE,NE,NE,NE
2015,5,DEN,LV,DEN,DEN,DEN,DEN
2015,5,SF,NYG,NYG,NYG,NYG,NYG
2015,5,PIT,LAC,LAC,PIT,PIT,LAC
2015,6,ATL,NO,ATL,ATL,ATL,ATL
2015,6,DEN,CLE,DEN,DEN,DEN,DEN
2015,6,CHI,DET,CHI,DET,CHI,DET
2015,6,HOU,JAX,JAX,JAX,HOU,HOU
2015,6,CIN,BUF,CIN,CIN,CIN,CIN
2015,6,WAS,NYJ,NYJ,WAS,WAS,WAS
2015,6,KC,MIN,MIN,MIN,KC,MIN
2015,6,ARI,PIT,ARI,ARI,ARI,ARI
2015,6,MIA,TEN,TEN,TEN,TEN,TEN
2015,6,CAR,SEA,CAR,SEA,SEA,SEA
2015,6,BAL,SF,BAL,SF,BAL,BAL
2015,6,LAC,GB,GB,GB,GB,GB
2015,6,NE,IND,NE,NE,NE,NE
2015,6,NYG,PHI,NYG,NYG,NYG,NYG
2015,7,SEA,SF,SF,SEA,SEA,SF
2015,7,BUF,JAX,BUF,BUF,BUF,BUF
2015,7,PIT,KC,PIT,PIT,PIT,PIT
2015,7,HOU,MIA,MIA,MIA,MIA,HOU
2015,7,ATL,TEN,ATL,ATL,ATL,ATL
2015,7,CLE,LA,LA,LA,LA,LA
2015,7,TB,WAS,WAS,WAS,WAS,WAS
2015,7,MIN,DET,MIN,MIN,DET,DET
2015,7,NO,IND,IND,IND,IND,IND
2015,7,NYJ,NE,NE,NE,NE,NE
2015,7,LV,LAC,LAC,LAC,LAC,LAC
2015,7,DAL,NYG,NYG,NYG,NYG,NYG
2015,7,PHI,CAR,CAR,CAR,CAR,CAR
2015,7,BAL,ARI,ARI,ARI,ARI,ARI
2015,8,MIA,NE,NE,NE,NE,NE
2015,8,DET,KC,KC,KC,DET,KC
2015,8,MIN,CHI,MIN,CHI,MIN,MIN
2015,8,ARI,CLE,ARI,ARI,ARI,ARI
2015,8,LAC,BAL,BAL,BAL,BAL,BAL
2015,8,TB,ATL,ATL,ATL,ATL,ATL
2015,8,NYG,NO,NYG,NO,NYG,NO
2015,8,TEN,HOU,HOU,HOU,TEN,HOU
2015,8,CIN,PIT,CIN,CIN,PIT,CIN
2015,8,SF,LA,LA,LA,LA,LA
2015,8,NYJ,LV,NYJ,NYJ,LV,NYJ
2015,8,SEA,DAL,SEA,SEA,SEA,SEA
2015,8,GB,DEN,DEN,GB,GB,GB
2015,8,IND,CAR,CAR,CAR,IND,CAR
2015,9,CLE,CIN,CIN,CIN,CIN,CIN
2015,9,LV,PIT,PIT,PIT,PIT,PIT
2015,9,GB,CAR,CAR,GB,GB,GB
2015,9,WAS,NE,NE,NE,NE,NE
2015,9,TEN,NO,NO,NO,NO,NO
2015,9,JAX,NYJ,NYJ,NYJ,NYJ,NYJ
2015,9,LA,MIN,MIN,MIN,LA,MIN
2015,9,MIA,BUF,BUF,MIA,BUF,BUF
2015,9,ATL,SF,ATL,ATL,ATL,ATL
2015,9,NYG,TB,NYG,NYG,NYG,NYG
2015,9,DEN,IND,DEN,DEN,DEN,DEN
2015,9,PHI,DAL,DAL,DAL,DAL,DAL
2015,9,CHI,LAC,LAC,LAC,LAC,LAC
2015,10,BUF,NYJ,NYJ,NYJ,BUF,NYJ
2015,10,DET,GB,GB,GB,GB,GB
2015,10,JAX,BAL,BAL,BAL,BAL,BAL
2015,10,CHI,LA,LA,LA,LA,LA
2015,10,CLE,PIT,PIT,PIT,PIT,PIT
2015,10,CAR,TEN,CAR,CAR,TEN,CAR
2015,10,NO,WAS,WAS,NO,WAS,WAS
2015,10,DAL,TB,TB,DAL,DAL,DAL
2015,10,MIA,PHI,PHI,PHI,MIA,PHI
2015,10,MIN,LV,MIN,LV,LV,MIN
2015,10,KC,DEN,DEN,DEN,DEN,DEN
2015,10,NE,NYG,NE,NE,NE,NE
2015,10,ARI,SEA,ARI,SEA,ARI,SEA
2015,10,HOU,CIN,CIN,CIN,CIN,CIN
2015,11,TEN,JAX,JAX,TEN,TEN,JAX
2015,11,LA,BAL,BAL,BAL,LA,LA
2015,11,WAS,CAR,CAR,CAR,WAS,CAR
2015,11,DEN,CHI,DEN,DEN,DEN,CHI
2015,11,LV,DET,DET,DET,DET,DET
2015,11,GB,MIN,MIN,GB,GB,MIN
2015,11,IND,ATL,ATL,ATL,ATL,ATL
2015,11,DAL,MIA,MIA,DAL,DAL,DAL
2015,11,TB,PHI,PHI,PHI,PHI,PHI
2015,11,NYJ,HOU,HOU,NYJ,HOU,NYJ
2015,11,CIN,ARI,CIN,ARI,CIN,ARI
2015,11,SF,SEA,SEA,SEA,SEA,SEA
2015,11,KC,LAC,LAC,LAC,KC,LAC
2015,11,BUF,NE,NE,NE,NE,NE
2015,12,PHI,DET,DET,DET,DET,DET
2015,12,CAR,DAL,CAR,CAR,CAR,CAR
2015,12,CHI,GB,GB,GB,GB,GB
2015,12,NO,HOU,HOU,HOU,HOU,HOU
2015,12,BUF,KC,KC,KC,BUF,KC
2015,12,LAC,JAX,JAX,JAX,LAC,LAC
2015,12,MIN,ATL,MIN,MIN,ATL,ATL
2015,12,MIA,NYJ,NYJ,NYJ,NYJ,NYJ
2015,12,NYG,WAS,NYG,NYG,NYG,WAS
2015,12,LV,TEN,TEN,LV,LV,LV
2015,12,LA,CIN,CIN,CIN,CIN,CIN
2015,12,TB,IND,IND,IND,IND,IND
2015,12,ARI,SF,ARI,ARI,ARI,ARI
2015,12,PIT,SEA,SEA,PIT,SEA,SEA
2015,12,NE,DEN,NE,NE,NE,NE
2015,12,BAL,CLE,CLE,CLE,CLE,CLE
2015,13,GB,DET,GB,GB,GB,GB
2015,13,SEA,MIN,SEA,SEA,SEA,SEA
2015,13,CIN,CLE,CIN,CIN,CIN,CIN
2015,13,BAL,MIA,BAL,BAL,BAL,MIA
2015,13,HOU,BUF,HOU,HOU,BUF,HOU
2015,13,SF,CHI,CHI,CHI,CHI,CHI
2015,13,JAX,TEN,JAX,TEN,TEN,TEN
2015,13,ATL,TB,ATL,ATL,ATL,ATL
2015,13,ARI,LA,ARI,ARI,ARI,ARI
2015,13,NYJ,NYG,NYJ,NYG,NYG,NYG
2015,13,CAR,NO,CAR,CAR,CAR,CAR
2015,13,DEN,LAC,DEN,DEN,DEN,DEN
2015,13,KC,LV,KC,KC,LV,KC
2015,13,PHI,NE,NE,NE,NE,NE
2015,13,IND,PIT,PIT,PIT,IND,IND
2015,13,DAL,WAS,WAS,WAS,DAL,WAS
2015,14,MIN,ARI,ARI,ARI,ARI,ARI
2015,14,ATL,CAR,CAR,CAR,CAR,CAR
2015,14,BUF,PHI,BUF,BUF,BUF,BUF
2015,14,NE,HOU,NE,NE,NE,NE
2015,14,PIT,CIN,CIN,PIT,PIT,CIN
2015,14,WAS,CHI,WAS,WAS,CHI,CHI
2015,14,SF,CLE,SF,CLE,CLE,SF
2015,14,IND,JAX,IND,IND,IND,IND
2015,14,LAC,KC,KC,KC,KC,KC
2015,14,TEN,NYJ,NYJ,NYJ,TEN,NYJ
2015,14,DET,LA,LA,LA,LA,LA
2015,14,NO,TB,TB,NO,NO,NO
2015,14,LV,DEN,DEN,DEN,DEN,DEN
2015,14,DAL,GB,GB,GB,GB,GB
2015,14,SEA,BAL,SEA,SEA,SEA,SEA
2015,14,NYG,MIA,MIA,NYG,NYG,NYG
2015,15,TB,LA,LA,LA,LA,LA
2015,15,NYJ,DAL,NYJ,NYJ,DAL,NYJ
2015,15,CAR,NYG,CAR,CAR,CAR,CAR
2015,15,TEN,NE,NE,NE,NE,NE
2015,15,KC,BAL,KC,KC,BAL,KC
2015,15,ATL,JAX,ATL,JAX,ATL,ATL
2015,15,CHI,MIN,MIN,MIN,CHI,MIN
2015,15,HOU,IND,IND,IND,IND,IND
2015,15,ARI,PHI,ARI,ARI,ARI,ARI
2015,15,BUF,WAS,WAS,WAS,BUF,WAS
2015,15,CLE,SEA,SEA,SEA,SEA,SEA
2015,15,GB,LV,GB,GB,GB,GB
2015,15,DEN,PIT,DEN,PIT,DEN,PIT
2015,15,MIA,LAC,LAC,MIA,LAC,LAC
2015,15,CIN,SF,CIN,CIN,CIN,CIN
2015,15,DET,NO,NO,NO,NO,NO
2015,16,LAC,LV,LAC,LV,LAC,LAC
2015,16,WAS,PHI,WAS,WAS,WAS,WAS
2015,16,SF,DET,DET,DET,SF,DET
2015,16,CLE,KC,KC,KC,CLE,KC
2015,16,HOU,TEN,HOU,HOU,TEN,HOU
2015,16,JAX,NO,NO,NO,JAX,NO
2015,16,NE,NYJ,NE,NE,NE,NE
2015,16,CAR,ATL,CAR,CAR,CAR,CAR
2015,16,CHI,TB,TB,TB,CHI,CHI
2015,16,DAL,BUF,BUF,BUF,BUF,BUF
2015,16,NYG,MIN,MIN,MIN,MIN,MIN
2015,16,IND,MIA,MIA,MIA,IND,MIA
2015,16,LA,SEA,SEA,SEA,SEA,SEA
2015,16,GB,ARI,ARI,GB,GB,ARI
2015,16,PIT,BAL,PIT,PIT,PIT,PIT
2015,16,CIN,DEN,DEN,DEN,DEN,CIN
2015,17,NO,ATL,ATL,NO,ATL,ATL
2015,17,NYJ,BUF,NYJ,BUF,BUF,NYJ
2015,17,WAS,DAL,WAS,WAS,WAS,WAS
2015,17,TEN,IND,IND,IND,IND,IND
2015,17,TB,CAR,CAR,CAR,CAR,CAR
2015,17,DET,CHI,DET,DET,CHI,CHI
2015,17,PIT,CLE,PIT,PIT,PIT,PIT
2015,17,MIN,GB,GB,GB,GB,GB
2015,17,LV,KC,KC,KC,LV,KC
2015,17,NE,MIA,NE,NE,NE,NE
2015,17,PHI,NYG,NYG,NYG,NYG,NYG
2015,17,BAL,CIN,CIN,CIN,CIN,CIN
2015,17,JAX,HOU,HOU,HOU,HOU,HOU
2015,17,SEA,ARI,ARI,SEA,ARI,ARI
2015,17,LAC,DEN,DEN,DEN,DEN,DEN
2015,17,LA,SF,SF,SF,LA,LA
2015,18,KC,HOU,KC,KC,HOU,KC
2015,18,PIT,CIN,CIN,PIT,PIT,CIN
2015,18,SEA,MIN,SEA,SEA,SEA,SEA
2015,18,GB,WAS,GB,WAS,GB,WAS
2015,18,KC,NE,NE,NE,KC,KC
2015,18,GB,ARI,ARI,GB,GB,ARI
2015,18,SEA,CAR,CAR,SEA,SEA,CAR
2015,18,PIT,DEN,DEN,DEN,PIT,PIT
2015,18,NE,DEN,NE,NE,DEN,NE
2015,18,ARI,CAR,CAR,CAR,ARI,CAR
2015,18,CAR,DEN,CAR,DEN,DEN,CAR
2016,1,CAR,DEN,DEN,CAR,CAR,CAR
2016,1,TB,ATL,TB,ATL,ATL,ATL
2016,1,MIN,TEN,TEN,TEN,TEN,TEN
2016,1,CLE,PHI,PHI,PHI,PHI,PHI
2016,1,CIN,NYJ,CIN,CIN,CIN,CIN
2016,1,LV,NO,NO,NO,NO,LV
2016,1,LAC,KC,KC,KC,KC,KC
2016,1,BUF,BAL,BAL,BAL,BAL,BAL
2016,1,CHI,HOU,HOU,HOU,CHI,HOU
2016,1,GB,JAX,GB,GB,GB,GB
2016,1,MIA,SEA,SEA,SEA,SEA,SEA
2016,1,NYG,DAL,DAL,NYG,DAL,DAL
2016,1,DET,IND,IND,IND,IND,IND
2016,1,NE,ARI,NE,ARI,NE,NE
2016,1,PIT,WAS,PIT,WAS,PIT,WAS
2016,1,LA,SF,SF,SF,SF,SF
2016,2,NYJ,BUF,BUF,BUF,BUF,BUF
2016,2,SF,CAR,CAR,CAR,CAR,CAR
2016,2,DAL,WAS,DAL,WAS,DAL,WAS
2016,2,CIN,PIT,PIT,PIT,PIT,PIT
2016,2,NO,NYG,NYG,NYG,NYG,NO
2016,2,MIA,NE,NE,NE,NE,NE
2016,2,KC,HOU,KC,KC,KC,KC
2016,2,TEN,DET,DET,DET,TEN,DET
2016,2,BAL,CLE,BAL,BAL,BAL,BAL
2016,2,SEA,LA,SEA,SEA,SEA,SEA
2016,2,TB,ARI,ARI,ARI,ARI,ARI
2016,2,JAX,LAC,LAC,LAC,LAC,LAC
2016,2,ATL,LV,LV,LV,ATL,LV
2016,2,IND,DEN,DEN,DEN,DEN,DEN
2016,2,GB,MIN,GB,GB,GB,GB
2016,2,PHI,CHI,PHI,PHI,CHI,PHI
2016,3,HOU,NE,NE,NE,NE,NE
2016,3,ARI,BUF,ARI,ARI,ARI,ARI
2016,3,LV,TEN,TEN,LV,LV,LV
2016,3,WAS,NYG,NYG,NYG,NYG,NYG
2016,3,CLE,MIA,MIA,MIA,CLE,MIA
2016,3,BAL,JAX,BAL,BAL,BAL,BAL
2016,3,DET,GB,GB,DET,GB,GB
2016,3,DEN,CIN,DEN,DEN,DEN,CIN
2016,3,MIN,CAR,CAR,CAR,CAR,CAR
2016,3,LA,TB,LA,TB,LA,LA
2016,3,SF,SEA,SEA,SEA,SEA,SEA
2016,3,NYJ,KC,KC,KC,KC,KC
2016,3,LAC,IND,LAC,IND,IND,IND
2016,3,PIT,PHI,PIT,PHI,PIT,PIT
2016,3,CHI,DAL,DAL,CHI,DAL,DAL
2016,3,ATL,NO,NO,NO,ATL,NO
2016,4,MIA,CIN,CIN,CIN,MIA,CIN
2016,4,IND,JAX,IND,IND,IND,IND
2016,4,TEN,HOU,HOU,HOU,TEN,HOU
2016,4,CLE,WAS,WAS,WAS,WAS,WAS
2016,4,SEA,NYJ,SEA,NYJ,SEA,SEA
2016,4,BUF,NE,NE,NE,NE,NE
2016,4,CAR,ATL,ATL,CAR,ATL,ATL
2016,4,LV,BAL,BAL,LV,BAL,BAL
2016,4,DET,CHI,CHI,DET,CHI,DET
2016,4,DEN,TB,DEN,DEN,DEN,DEN
2016,4,LA,ARI,ARI,ARI,ARI,ARI
2016,4,NO,LAC,LAC,LAC,NO,LAC
2016,4,DAL,SF,DAL,SF,DAL,DAL
2016,4,KC,PIT,PIT,PIT,PIT,PIT
2016,4,NYG,MIN,NYG,MIN,NYG,MIN
2016,5,ARI,SF,ARI,ARI,ARI,ARI
2016,5,NE,CLE,NE,NE,NE,NE
2016,5,PHI,DET,PHI,PHI,DET,PHI
2016,5,CHI,IND,IND,IND,IND,IND
2016,5,TEN,MIA,TEN,TEN,TEN,MIA
2016,5,WAS,BAL,BAL,BAL,WAS,BAL
2016,5,HOU,MIN,MIN,MIN,MIN,MIN
2016,5,NYJ,PIT,PIT,PIT,PIT,PIT
2016,5,ATL,DEN,DEN,DEN,DEN,DEN
2016,5,CIN,DAL,DAL,DAL,DAL,DAL
2016,5,BUF,LA,LA,BUF,LA,LA
2016,5,LAC,LV,LV,LV,LV,LV
2016,5,NYG,GB,GB,GB,GB,GB
2016,5,TB,CAR,CAR,CAR,CAR,CAR
2016,6,DEN,LAC,DEN,DEN,DEN,DEN
2016,6,SF,BUF,SF,BUF,BUF,BUF
2016,6,PHI,WAS,WAS,PHI,WAS,WAS
2016,6,CLE,TEN,TEN,TEN,TEN,TEN
2016,6,BAL,NYG,NYG,NYG,BAL,NYG
2016,6,CAR,NO,NO,NO,NO,NO
2016,6,JAX,CHI,CHI,CHI,CHI,CHI
2016,6,LA,DET,LA,DET,LA,DET
2016,6,PIT,MIA,PIT,PIT,PIT,PIT
2016,6,CIN,NE,NE,NE,NE,NE
2016,6,KC,LV,KC,LV,LV,LV
2016,6,ATL,SEA,SEA,SEA,SEA,ATL
2016,6,DAL,GB,GB,GB,GB,GB
2016,6,IND,HOU,HOU,IND,IND,HOU
2016,6,NYJ,ARI,ARI,ARI,ARI,ARI
2016,7,CHI,GB,GB,GB,GB,GB
2016,7,NYG,LA,NYG,LA,NYG,NYG
2016,7,NO,KC,KC,KC,NO,KC
2016,7,IND,TEN,IND,IND,TEN,TEN
