,season,week,week_type,game_id,game_details_id,game_time,game_date,home_team,away_team,home_team_score,away_team_score,home_points_overtime_total,visitor_points_overtime_total,home_points_q1,home_points_q2,home_points_q3,home_points_q4,home_passing_yards,home_passing_touchdowns,home_rushing_yards,home_rushing_touchdowns,visitor_points_q1,visitor_points_q2,visitor_points_q3,visitor_points_q4,visitor_passing_yards,visitor_passing_touchdowns,visitor_rushing_yards,visitor_rushing_touchdowns,phase
0,2022,1,REG,7ae7944e-d24c-11ec-b23d-d15a91047884,,2022-09-09 00:20:00+00:00,2022-09-09,Los Angeles Rams,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,
1,2022,1,REG,7ae7a948-d24c-11ec-b23d-d15a91047884,,2022-09-11 17:00:00+00:00,2022-09-11,Atlanta Falcons,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,
2,2022,1,REG,7ae7b07d-d24c-11ec-b23d-d15a91047884,,2022-09-11 17:00:00+00:00,2022-09-11,Carolina Panthers,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,
3,2022,1,REG,7ae7b7fc-d24c-11ec-b23d-d15a91047884,,2022-09-11 17:00:00+00:00,2022-09-11,Chicago Bears,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,
4,2022,1,REG,7ae7be32-d24c-11ec-b23d-d15a91047884,,2022-09-11 17:00:00+00:00,2022-09-11,Cincinnati Bengals,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,
5,2022,1,REG,7ae7c4fd-d24c-11ec-b23d-d15a91047884,,2022-09-11 17:00:00+00:00,2022-09-11,Detroit Lions,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,
6,2022,1,REG,7ae7cb8d-d24c-11ec-b23d-d15a91047884,,2022-09-11 17:00:00+00:00,2022-09-11,Houston Texans,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,
7,2022,1,REG,7ae7d61a-d24c-11ec-b23d-d15a91047884,,2022-09-11 17:00:00+00:00,2022-09-11,Miami Dolphins,New England Patriots,,,,,,,,,,,,,,,,,,,,,
8,2022,1,REG,7ae7de72-d24c-11ec-b23d-d15a91047884,,2022-09-11 17:00:00+00:00,2022-09-11,New York Jets,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,
9,2022,1,REG,7ae7eb35-d24c-11ec-b23d-d15a91047884,,2022-09-11 17:00:00+00:00,2022-09-11,Washington Commanders,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,
10,2022,1,REG,7ae7e4c2-d24c-11ec-b23d-d15a91047884,,2022-09-11 20:25:00+00:00,2022-09-11,Tennessee Titans,New York Giants,,,,,,,,,,,,,,,,,,,,,
11,2022,1,REG,7ae7f21b-d24c-11ec-b23d-d15a91047884,,2022-09-11 20:25:00+00:00,2022-09-11,Arizona Cardinals,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,
12,2022,1,REG,7ae7f864-d24c-11ec-b23d-d15a91047884,,2022-09-11 20:25:00+00:00,2022-09-11,Los Angeles Chargers,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,,,
13,2022,1,REG,7ae7fefa-d24c-11ec-b23d-d15a91047884,,2022-09-11 20:25:00+00:00,2022-09-11,Minnesota Vikings,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,
14,2022,1,REG,7ae80583-d24c-11ec-b23d-d15a91047884,,2022-09-12 00:20:00+00:00,2022-09-12,Dallas Cowboys,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,
15,2022,1,REG,7ae80c21-d24c-11ec-b23d-d15a91047884,,2022-09-13 00:15:00+00:00,2022-09-13,Seattle Seahawks,Denver Broncos,,,,,,,,,,,,,,,,,,,,,
16,2022,2,REG,7ae81220-d24c-11ec-b23d-d15a91047884,,2022-09-16 00:15:00+00:00,2022-09-16,Kansas City Chiefs,Los Angeles Chargers,,,,,,,,,,,,,,,,,,,,,
17,2022,2,REG,7ae818dd-d24c-11ec-b23d-d15a91047884,,2022-09-18 17:00:00+00:00,2022-09-18,Baltimore Ravens,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,
18,2022,2,REG,7ae81ee8-d24c-11ec-b23d-d15a91047884,,2022-09-18 17:00:00+00:00,2022-09-18,Cleveland Browns,New York Jets,,,,,,,,,,,,,,,,,,,,,
19,2022,2,REG,7ae82555-d24c-11ec-b23d-d15a91047884,,2022-09-18 17:00:00+00:00,2022-09-18,Detroit Lions,Washington Commanders,,,,,,,,,,,,,,,,,,,,,
20,2022,2,REG,7ae82b41-d24c-11ec-b23d-d15a91047884,,2022-09-18 17:00:00+00:00,2022-09-18,Jacksonville Jaguars,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,
21,2022,2,REG,7ae831e7-d24c-11ec-b23d-d15a91047884,,2022-09-18 17:00:00+00:00,2022-09-18,New Orleans Saints,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,
22,2022,2,REG,7ae838ae-d24c-11ec-b23d-d15a91047884,,2022-09-18 17:00:00+00:00,2022-09-18,New York Giants,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,
23,2022,2,REG,7ae83f73-d24c-11ec-b23d-d15a91047884,,2022-09-18 17:00:00+00:00,2022-09-18,Pittsburgh Steelers,New England Patriots,,,,,,,,,,,,,,,,,,,,,
24,2022,2,REG,7ae8457b-d24c-11ec-b23d-d15a91047884,,2022-09-18 20:05:00+00:00,2022-09-18,Los Angeles Rams,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,
25,2022,2,REG,7ae84bb6-d24c-11ec-b23d-d15a91047884,,2022-09-18 20:05:00+00:00,2022-09-18,San Francisco 49ers,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,
26,2022,2,REG,7ae85197-d24c-11ec-b23d-d15a91047884,,2022-09-18 20:25:00+00:00,2022-09-18,Dallas Cowboys,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,
27,2022,2,REG,7ae8580c-d24c-11ec-b23d-d15a91047884,,2022-09-18 20:25:00+00:00,2022-09-18,Denver Broncos,Houston Texans,,,,,,,,,,,,,,,,,,,,,
28,2022,2,REG,7ae85f1e-d24c-11ec-b23d-d15a91047884,,2022-09-18 20:25:00+00:00,2022-09-18,Las Vegas Raiders,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,
29,2022,2,REG,7ae86566-d24c-11ec-b23d-d15a91047884,,2022-09-19 00:20:00+00:00,2022-09-19,Green Bay Packers,Chicago Bears,,,,,,,,,,,,,,,,,,,,,
30,2022,2,REG,7ae86ce1-d24c-11ec-b23d-d15a91047884,,2022-09-19 23:15:00+00:00,2022-09-19,Buffalo Bills,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,
31,2022,2,REG,7ae873a3-d24c-11ec-b23d-d15a91047884,,2022-09-20 00:30:00+00:00,2022-09-20,Philadelphia Eagles,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,
32,2022,3,REG,7ae877e1-d24c-11ec-b23d-d15a91047884,,2022-09-23 00:15:00+00:00,2022-09-23,Cleveland Browns,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,
33,2022,3,REG,7ae87c4c-d24c-11ec-b23d-d15a91047884,,2022-09-25 17:00:00+00:00,2022-09-25,Carolina Panthers,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,
34,2022,3,REG,7ae88080-d24c-11ec-b23d-d15a91047884,,2022-09-25 17:00:00+00:00,2022-09-25,Chicago Bears,Houston Texans,,,,,,,,,,,,,,,,,,,,,
35,2022,3,REG,7ae88475-d24c-11ec-b23d-d15a91047884,,2022-09-25 17:00:00+00:00,2022-09-25,Indianapolis Colts,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,
36,2022,3,REG,7ae88861-d24c-11ec-b23d-d15a91047884,,2022-09-25 17:00:00+00:00,2022-09-25,Miami Dolphins,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,
37,2022,3,REG,7ae88c9a-d24c-11ec-b23d-d15a91047884,,2022-09-25 17:00:00+00:00,2022-09-25,Minnesota Vikings,Detroit Lions,,,,,,,,,,,,,,,,,,,,,
38,2022,3,REG,7ae890e3-d24c-11ec-b23d-d15a91047884,,2022-09-25 17:00:00+00:00,2022-09-25,New England Patriots,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,
39,2022,3,REG,7ae895d5-d24c-11ec-b23d-d15a91047884,,2022-09-25 17:00:00+00:00,2022-09-25,New York Jets,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,
40,2022,3,REG,7ae89aac-d24c-11ec-b23d-d15a91047884,,2022-09-25 17:00:00+00:00,2022-09-25,Tennessee Titans,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,,,
41,2022,3,REG,7ae89f57-d24c-11ec-b23d-d15a91047884,,2022-09-25 17:00:00+00:00,2022-09-25,Washington Commanders,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,
42,2022,3,REG,7ae8a38b-d24c-11ec-b23d-d15a91047884,,2022-09-25 20:05:00+00:00,2022-09-25,Los Angeles Chargers,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,
43,2022,3,REG,7ae8a7cb-d24c-11ec-b23d-d15a91047884,,2022-09-25 20:25:00+00:00,2022-09-25,Arizona Cardinals,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,
44,2022,3,REG,7ae8abfc-d24c-11ec-b23d-d15a91047884,,2022-09-25 20:25:00+00:00,2022-09-25,Seattle Seahawks,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,
45,2022,3,REG,7ae8b184-d24c-11ec-b23d-d15a91047884,,2022-09-25 20:25:00+00:00,2022-09-25,Tampa Bay Buccaneers,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,
