,season,week,week_type,game_id,game_details_id,game_time,game_date,home_team,away_team,home_team_score,away_team_score,home_points_overtime_total,visitor_points_overtime_total,home_points_q1,home_points_q2,home_points_q3,home_points_q4,home_passing_yards,home_passing_touchdowns,home_rushing_yards,home_rushing_touchdowns,visitor_points_q1,visitor_points_q2,visitor_points_q3,visitor_points_q4,visitor_passing_yards,visitor_passing_touchdowns,visitor_rushing_yards,visitor_rushing_touchdowns,phase
46,2022,3,REG,7ae8b58b-d24c-11ec-b23d-d15a91047884,,2022-09-26 00:20:00+00:00,2022-09-26,Denver Broncos,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,
47,2022,3,REG,7ae8baf1-d24c-11ec-b23d-d15a91047884,,2022-09-27 00:15:00+00:00,2022-09-27,New York Giants,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,
48,2022,4,REG,7ae8bfaf-d24c-11ec-b23d-d15a91047884,,2022-09-30 00:15:00+00:00,2022-09-30,Cincinnati Bengals,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,
49,2022,4,REG,7ae8c66e-d24c-11ec-b23d-d15a91047884,,2022-10-02 13:30:00+00:00,2022-10-02,New Orleans Saints,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,
50,2022,4,REG,7ae8cb57-d24c-11ec-b23d-d15a91047884,,2022-10-02 17:00:00+00:00,2022-10-02,Atlanta Falcons,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,
51,2022,4,REG,7ae8d0a5-d24c-11ec-b23d-d15a91047884,,2022-10-02 17:00:00+00:00,2022-10-02,Baltimore Ravens,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,
52,2022,4,REG,7ae8da25-d24c-11ec-b23d-d15a91047884,,2022-10-02 17:00:00+00:00,2022-10-02,Dallas Cowboys,Washington Commanders,,,,,,,,,,,,,,,,,,,,,
53,2022,4,REG,7ae8de21-d24c-11ec-b23d-d15a91047884,,2022-10-02 17:00:00+00:00,2022-10-02,Detroit Lions,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,
54,2022,4,REG,7ae8e20a-d24c-11ec-b23d-d15a91047884,,2022-10-02 17:00:00+00:00,2022-10-02,Houston Texans,Los Angeles Chargers,,,,,,,,,,,,,,,,,,,,,
55,2022,4,REG,7ae8e612-d24c-11ec-b23d-d15a91047884,,2022-10-02 17:00:00+00:00,2022-10-02,Indianapolis Colts,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,
56,2022,4,REG,7ae8ea73-d24c-11ec-b23d-d15a91047884,,2022-10-02 17:00:00+00:00,2022-10-02,New York Giants,Chicago Bears,,,,,,,,,,,,,,,,,,,,,
57,2022,4,REG,7ae8eee0-d24c-11ec-b23d-d15a91047884,,2022-10-02 17:00:00+00:00,2022-10-02,Philadelphia Eagles,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,
58,2022,4,REG,7ae8f3a6-d24c-11ec-b23d-d15a91047884,,2022-10-02 17:00:00+00:00,2022-10-02,Pittsburgh Steelers,New York Jets,,,,,,,,,,,,,,,,,,,,,
59,2022,4,REG,7ae8d521-d24c-11ec-b23d-d15a91047884,,2022-10-02 20:05:00+00:00,2022-10-02,Carolina Panthers,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,
60,2022,4,REG,7ae8f8b9-d24c-11ec-b23d-d15a91047884,,2022-10-02 20:25:00+00:00,2022-10-02,Green Bay Packers,New England Patriots,,,,,,,,,,,,,,,,,,,,,
61,2022,4,REG,7ae8fe2c-d24c-11ec-b23d-d15a91047884,,2022-10-02 20:25:00+00:00,2022-10-02,Las Vegas Raiders,Denver Broncos,,,,,,,,,,,,,,,,,,,,,
62,2022,4,REG,7ae902d8-d24c-11ec-b23d-d15a91047884,,2022-10-03 00:20:00+00:00,2022-10-03,Tampa Bay Buccaneers,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,
63,2022,4,REG,7ae908dc-d24c-11ec-b23d-d15a91047884,,2022-10-04 00:15:00+00:00,2022-10-04,San Francisco 49ers,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,
64,2022,5,REG,7ae90ce4-d24c-11ec-b23d-d15a91047884,,2022-10-07 00:15:00+00:00,2022-10-07,Denver Broncos,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,
65,2022,5,REG,7ae91125-d24c-11ec-b23d-d15a91047884,,2022-10-09 13:30:00+00:00,2022-10-09,Green Bay Packers,New York Giants,,,,,,,,,,,,,,,,,,,,,
66,2022,5,REG,7ae917a9-d24c-11ec-b23d-d15a91047884,,2022-10-09 17:00:00+00:00,2022-10-09,Buffalo Bills,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,
67,2022,5,REG,7ae91e80-d24c-11ec-b23d-d15a91047884,,2022-10-09 17:00:00+00:00,2022-10-09,Cleveland Browns,Los Angeles Chargers,,,,,,,,,,,,,,,,,,,,,
68,2022,5,REG,7ae924a5-d24c-11ec-b23d-d15a91047884,,2022-10-09 17:00:00+00:00,2022-10-09,Jacksonville Jaguars,Houston Texans,,,,,,,,,,,,,,,,,,,,,
69,2022,5,REG,7ae9290e-d24c-11ec-b23d-d15a91047884,,2022-10-09 17:00:00+00:00,2022-10-09,Minnesota Vikings,Chicago Bears,,,,,,,,,,,,,,,,,,,,,
70,2022,5,REG,7ae92d18-d24c-11ec-b23d-d15a91047884,,2022-10-09 17:00:00+00:00,2022-10-09,New England Patriots,Detroit Lions,,,,,,,,,,,,,,,,,,,,,
71,2022,5,REG,7ae93120-d24c-11ec-b23d-d15a91047884,,2022-10-09 17:00:00+00:00,2022-10-09,New Orleans Saints,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,
72,2022,5,REG,7ae935c2-d24c-11ec-b23d-d15a91047884,,2022-10-09 17:00:00+00:00,2022-10-09,New York Jets,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,
73,2022,5,REG,7ae93a53-d24c-11ec-b23d-d15a91047884,,2022-10-09 17:00:00+00:00,2022-10-09,Tampa Bay Buccaneers,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,
74,2022,5,REG,7ae93e64-d24c-11ec-b23d-d15a91047884,,2022-10-09 17:00:00+00:00,2022-10-09,Washington Commanders,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,
75,2022,5,REG,7ae9430c-d24c-11ec-b23d-d15a91047884,,2022-10-09 20:05:00+00:00,2022-10-09,Carolina Panthers,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,
76,2022,5,REG,7ae94738-d24c-11ec-b23d-d15a91047884,,2022-10-09 20:25:00+00:00,2022-10-09,Arizona Cardinals,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,
77,2022,5,REG,7ae94bfa-d24c-11ec-b23d-d15a91047884,,2022-10-09 20:25:00+00:00,2022-10-09,Los Angeles Rams,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,
78,2022,5,REG,7ae950aa-d24c-11ec-b23d-d15a91047884,,2022-10-10 00:20:00+00:00,2022-10-10,Baltimore Ravens,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,
79,2022,5,REG,7ae955a6-d24c-11ec-b23d-d15a91047884,,2022-10-11 00:15:00+00:00,2022-10-11,Kansas City Chiefs,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,,,
80,2022,6,REG,7ae95a33-d24c-11ec-b23d-d15a91047884,,2022-10-14 00:15:00+00:00,2022-10-14,Chicago Bears,Washington Commanders,,,,,,,,,,,,,,,,,,,,,
81,2022,6,REG,7ae95e86-d24c-11ec-b23d-d15a91047884,,2022-10-16 17:00:00+00:00,2022-10-16,Atlanta Falcons,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,
82,2022,6,REG,7ae96309-d24c-11ec-b23d-d15a91047884,,2022-10-16 17:00:00+00:00,2022-10-16,Cleveland Browns,New England Patriots,,,,,,,,,,,,,,,,,,,,,
83,2022,6,REG,7ae96783-d24c-11ec-b23d-d15a91047884,,2022-10-16 17:00:00+00:00,2022-10-16,Green Bay Packers,New York Jets,,,,,,,,,,,,,,,,,,,,,
84,2022,6,REG,7ae96c0a-d24c-11ec-b23d-d15a91047884,,2022-10-16 17:00:00+00:00,2022-10-16,Indianapolis Colts,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,
85,2022,6,REG,7ae9709e-d24c-11ec-b23d-d15a91047884,,2022-10-16 17:00:00+00:00,2022-10-16,Miami Dolphins,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,
86,2022,6,REG,7ae97558-d24c-11ec-b23d-d15a91047884,,2022-10-16 17:00:00+00:00,2022-10-16,New Orleans Saints,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,
87,2022,6,REG,7ae97968-d24c-11ec-b23d-d15a91047884,,2022-10-16 17:00:00+00:00,2022-10-16,New York Giants,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,
88,2022,6,REG,7ae97d89-d24c-11ec-b23d-d15a91047884,,2022-10-16 17:00:00+00:00,2022-10-16,Pittsburgh Steelers,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,
89,2022,6,REG,7ae98243-d24c-11ec-b23d-d15a91047884,,2022-10-16 20:05:00+00:00,2022-10-16,Los Angeles Rams,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,
90,2022,6,REG,7ae986f2-d24c-11ec-b23d-d15a91047884,,2022-10-16 20:05:00+00:00,2022-10-16,Seattle Seahawks,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,
91,2022,6,REG,7ae98ad7-d24c-11ec-b23d-d15a91047884,,2022-10-16 20:25:00+00:00,2022-10-16,Kansas City Chiefs,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,
92,2022,6,REG,7ae98f30-d24c-11ec-b23d-d15a91047884,,2022-10-17 00:20:00+00:00,2022-10-17,Philadelphia Eagles,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,
93,2022,6,REG,7ae99351-d24c-11ec-b23d-d15a91047884,,2022-10-18 00:15:00+00:00,2022-10-18,Los Angeles Chargers,Denver Broncos,,,,,,,,,,,,,,,,,,,,,
94,2022,7,REG,95729836-d24c-11ec-b23d-d15a91047884,,2022-10-21 00:15:00+00:00,2022-10-21,Arizona Cardinals,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,
95,2022,7,REG,9572b364-d24c-11ec-b23d-d15a91047884,,2022-10-23 17:00:00+00:00,2022-10-23,Baltimore Ravens,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,
96,2022,7,REG,9572c3b0-d24c-11ec-b23d-d15a91047884,,2022-10-23 17:00:00+00:00,2022-10-23,Carolina Panthers,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,
97,2022,7,REG,9572d357-d24c-11ec-b23d-d15a91047884,,2022-10-23 17:00:00+00:00,2022-10-23,Cincinnati Bengals,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,
98,2022,7,REG,9572e486-d24c-11ec-b23d-d15a91047884,,2022-10-23 17:00:00+00:00,2022-10-23,Dallas Cowboys,Detroit Lions,,,,,,,,,,,,,,,,,,,,,
99,2022,7,REG,9572f3bc-d24c-11ec-b23d-d15a91047884,,2022-10-23 17:00:00+00:00,2022-10-23,Jacksonville Jaguars,New York Giants,,,,,,,,,,,,,,,,,,,,,
100,2022,7,REG,95730357-d24c-11ec-b23d-d15a91047884,,2022-10-23 17:00:00+00:00,2022-10-23,Tennessee Titans,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,
101,2022,7,REG,9573138d-d24c-11ec-b23d-d15a91047884,,2022-10-23 17:00:00+00:00,2022-10-23,Washington Commanders,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,
102,2022,7,REG,9573217c-d24c-11ec-b23d-d15a91047884,,2022-10-23 20:05:00+00:00,2022-10-23,Denver Broncos,New York Jets,,,,,,,,,,,,,,,,,,,,,
103,2022,7,REG,95732d34-d24c-11ec-b23d-d15a91047884,,2022-10-23 20:05:00+00:00,2022-10-23,Las Vegas Raiders,Houston Texans,,,,,,,,,,,,,,,,,,,,,
104,2022,7,REG,95733654-d24c-11ec-b23d-d15a91047884,,2022-10-23 20:25:00+00:00,2022-10-23,Los Angeles Chargers,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,
105,2022,7,REG,95734094-d24c-11ec-b23d-d15a91047884,,2022-10-23 20:25:00+00:00,2022-10-23,San Francisco 49ers,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,
106,2022,7,REG,957349f6-d24c-11ec-b23d-d15a91047884,,2022-10-24 00:20:00+00:00,2022-10-24,Miami Dolphins,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,
107,2022,7,REG,957353ac-d24c-11ec-b23d-d15a91047884,,2022-10-25 00:15:00+00:00,2022-10-25,New England Patriots,Chicago Bears,,,,,,,,,,,,,,,,,,,,,
108,2022,8,REG,95735cc4-d24c-11ec-b23d-d15a91047884,,2022-10-28 00:15:00+00:00,2022-10-28,Tampa Bay Buccaneers,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,
109,2022,8,REG,95736ed7-d24c-11ec-b23d-d15a91047884,,2022-10-30 13:30:00+00:00,2022-10-30,Jacksonville Jaguars,Denver Broncos,,,,,,,,,,,,,,,,,,,,,
110,2022,8,REG,9573892c-d24c-11ec-b23d-d15a91047884,,2022-10-30 17:00:00+00:00,2022-10-30,Atlanta Falcons,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,
111,2022,8,REG,957394c8-d24c-11ec-b23d-d15a91047884,,2022-10-30 17:00:00+00:00,2022-10-30,Dallas Cowboys,Chicago Bears,,,,,,,,,,,,,,,,,,,,,
112,2022,8,REG,95739e8d-d24c-11ec-b23d-d15a91047884,,2022-10-30 17:00:00+00:00,2022-10-30,Detroit Lions,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,
113,2022,8,REG,9573affb-d24c-11ec-b23d-d15a91047884,,2022-10-30 17:00:00+00:00,2022-10-30,Minnesota Vikings,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,
114,2022,8,REG,9573bef7-d24c-11ec-b23d-d15a91047884,,2022-10-30 17:00:00+00:00,2022-10-30,New Orleans Saints,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,,,
115,2022,8,REG,9573c755-d24c-11ec-b23d-d15a91047884,,2022-10-30 17:00:00+00:00,2022-10-30,New York Jets,New England Patriots,,,,,,,,,,,,,,,,,,,,,
116,2022,8,REG,9573ce4a-d24c-11ec-b23d-d15a91047884,,2022-10-30 17:00:00+00:00,2022-10-30,Philadelphia Eagles,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,
117,2022,8,REG,9573a703-d24c-11ec-b23d-d15a91047884,,2022-10-30 20:05:00+00:00,2022-10-30,Houston Texans,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,
118,2022,8,REG,9573d5dd-d24c-11ec-b23d-d15a91047884,,2022-10-30 20:25:00+00:00,2022-10-30,Indianapolis Colts,Washington Commanders,,,,,,,,,,,,,,,,,,,,,
119,2022,8,REG,9573dca4-d24c-11ec-b23d-d15a91047884,,2022-10-30 20:25:00+00:00,2022-10-30,Los Angeles Rams,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,
120,2022,8,REG,9573e35d-d24c-11ec-b23d-d15a91047884,,2022-10-30 20:25:00+00:00,2022-10-30,Seattle Seahawks,New York Giants,,,,,,,,,,,,,,,,,,,,,
121,2022,8,REG,9573e9f9-d24c-11ec-b23d-d15a91047884,,2022-10-31 00:20:00+00:00,2022-10-31,Buffalo Bills,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,
122,2022,8,REG,9573f0ac-d24c-11ec-b23d-d15a91047884,,2022-11-01 00:15:00+00:00,2022-11-01,Cleveland Browns,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,
123,2022,9,REG,9573fb38-d24c-11ec-b23d-d15a91047884,,2022-11-04 00:15:00+00:00,2022-11-04,Houston Texans,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,
124,2022,9,REG,957406b5-d24c-11ec-b23d-d15a91047884,,2022-11-06 18:00:00+00:00,2022-11-06,Atlanta Falcons,Los Angeles Chargers,,,,,,,,,,,,,,,,,,,,,
125,2022,9,REG,95740f4a-d24c-11ec-b23d-d15a91047884,,2022-11-06 18:00:00+00:00,2022-11-06,Chicago Bears,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,
126,2022,9,REG,95741db1-d24c-11ec-b23d-d15a91047884,,2022-11-06 18:00:00+00:00,2022-11-06,Cincinnati Bengals,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,
127,2022,9,REG,957426fc-d24c-11ec-b23d-d15a91047884,,2022-11-06 18:00:00+00:00,2022-11-06,Detroit Lions,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,
128,2022,9,REG,95742ee1-d24c-11ec-b23d-d15a91047884,,2022-11-06 18:00:00+00:00,2022-11-06,Jacksonville Jaguars,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,,,
129,2022,9,REG,957435f7-d24c-11ec-b23d-d15a91047884,,2022-11-06 18:00:00+00:00,2022-11-06,New England Patriots,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,
130,2022,9,REG,95743da9-d24c-11ec-b23d-d15a91047884,,2022-11-06 18:00:00+00:00,2022-11-06,New York Jets,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,
131,2022,9,REG,95744849-d24c-11ec-b23d-d15a91047884,,2022-11-06 18:00:00+00:00,2022-11-06,Washington Commanders,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,
132,2022,9,REG,95744f1b-d24c-11ec-b23d-d15a91047884,,2022-11-06 21:05:00+00:00,2022-11-06,Arizona Cardinals,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,
133,2022,9,REG,957455d2-d24c-11ec-b23d-d15a91047884,,2022-11-06 21:25:00+00:00,2022-11-06,Tampa Bay Buccaneers,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,
